Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #19,Run #19,Run #19,Run #20,Run #20,Run #20,Run #21,Run #21,Run #21,Run #22,Run #22,Run #22
Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample)
01/30/2020 09:17:53 am,40.00,81,01/30/2020 09:22:35 am,40.00,73,01/30/2020 09:25:16 am,40.00,60,01/30/2020 09:40:28 am,20.00,10,01/30/2020 09:46:55 am,20.00,0,01/30/2020 09:53:47 am,20.00,0,01/30/2020 09:57:05 am,20.00,1,01/30/2020 10:00:48 am,20.00,1,01/30/2020 10:05:03 am,20.00,8,01/30/2020 10:10:01 am,20.00,11,01/30/2020 10:13:41 am,20.00,1,01/30/2020 10:17:30 am,20.00,1,01/30/2020 10:21:22 am,20.00,1,01/30/2020 10:30:22 am,20.00,9,01/30/2020 10:35:34 am,20.00,15,01/30/2020 10:38:30 am,20.00,8,01/30/2020 10:41:02 am,20.00,11,01/30/2020 10:46:50 am,20.00,4,01/30/2020 10:50:50 am,20.00,4,01/30/2020 10:54:52 am,20.00,0,01/30/2020 10:59:11 am,20.00,0,01/30/2020 11:03:00 am,20.00,12
01/30/2020 09:17:55 am,42.00,74,01/30/2020 09:22:37 am,42.00,73,01/30/2020 09:25:18 am,42.00,58,01/30/2020 09:40:29 am,21.00,5,01/30/2020 09:46:56 am,21.00,0,01/30/2020 09:53:48 am,21.00,0,01/30/2020 09:57:06 am,21.00,0,01/30/2020 10:00:49 am,21.00,2,01/30/2020 10:05:04 am,21.00,4,01/30/2020 10:10:02 am,21.00,6,01/30/2020 10:13:42 am,21.00,1,01/30/2020 10:17:31 am,21.00,2,01/30/2020 10:21:23 am,21.00,0,01/30/2020 10:30:23 am,21.00,19,01/30/2020 10:35:35 am,21.00,9,01/30/2020 10:38:31 am,21.00,8,01/30/2020 10:41:03 am,21.00,8,01/30/2020 10:46:51 am,21.00,6,01/30/2020 10:50:51 am,21.00,3,01/30/2020 10:54:53 am,21.00,1,01/30/2020 10:59:12 am,21.00,3,01/30/2020 11:03:01 am,21.00,6
01/30/2020 09:17:57 am,44.00,62,01/30/2020 09:22:39 am,44.00,75,01/30/2020 09:25:20 am,44.00,75,01/30/2020 09:40:30 am,22.00,13,01/30/2020 09:46:57 am,22.00,1,01/30/2020 09:53:49 am,22.00,0,01/30/2020 09:57:07 am,22.00,0,01/30/2020 10:00:50 am,22.00,1,01/30/2020 10:05:05 am,22.00,8,01/30/2020 10:10:03 am,22.00,7,01/30/2020 10:13:43 am,22.00,0,01/30/2020 10:17:32 am,22.00,0,01/30/2020 10:21:24 am,22.00,2,01/30/2020 10:30:24 am,22.00,6,01/30/2020 10:35:36 am,22.00,8,01/30/2020 10:38:32 am,22.00,13,01/30/2020 10:41:04 am,22.00,10,01/30/2020 10:46:52 am,22.00,8,01/30/2020 10:50:52 am,22.00,6,01/30/2020 10:54:54 am,22.00,0,01/30/2020 10:59:13 am,22.00,0,01/30/2020 11:03:02 am,22.00,4
01/30/2020 09:17:59 am,46.00,69,01/30/2020 09:22:41 am,46.00,61,01/30/2020 09:25:22 am,46.00,90,01/30/2020 09:40:31 am,23.00,12,01/30/2020 09:46:58 am,23.00,0,01/30/2020 09:53:50 am,23.00,0,01/30/2020 09:57:08 am,23.00,0,01/30/2020 10:00:51 am,23.00,1,01/30/2020 10:05:06 am,23.00,2,01/30/2020 10:10:04 am,23.00,7,01/30/2020 10:13:44 am,23.00,3,01/30/2020 10:17:33 am,23.00,0,01/30/2020 10:21:25 am,23.00,0,01/30/2020 10:30:25 am,23.00,9,01/30/2020 10:35:37 am,23.00,3,01/30/2020 10:38:33 am,23.00,9,01/30/2020 10:41:05 am,23.00,8,01/30/2020 10:46:53 am,23.00,10,01/30/2020 10:50:53 am,23.00,2,01/30/2020 10:54:55 am,23.00,1,01/30/2020 10:59:14 am,23.00,1,01/30/2020 11:03:03 am,23.00,3
01/30/2020 09:18:01 am,48.00,65,01/30/2020 09:22:43 am,48.00,66,01/30/2020 09:25:24 am,48.00,65,01/30/2020 09:40:32 am,24.00,13,01/30/2020 09:46:59 am,24.00,0,01/30/2020 09:53:51 am,24.00,1,01/30/2020 09:57:09 am,24.00,1,01/30/2020 10:00:52 am,24.00,0,01/30/2020 10:05:07 am,24.00,5,01/30/2020 10:10:05 am,24.00,1,01/30/2020 10:13:45 am,24.00,2,01/30/2020 10:17:34 am,24.00,0,01/30/2020 10:21:26 am,24.00,0,01/30/2020 10:30:26 am,24.00,6,01/30/2020 10:35:38 am,24.00,8,01/30/2020 10:38:34 am,24.00,6,01/30/2020 10:41:06 am,24.00,10,01/30/2020 10:46:54 am,24.00,6,01/30/2020 10:50:54 am,24.00,11,01/30/2020 10:54:56 am,24.00,0,01/30/2020 10:59:15 am,24.00,0,01/30/2020 11:03:04 am,24.00,5
01/30/2020 09:18:03 am,50.00,70,01/30/2020 09:22:45 am,50.00,63,01/30/2020 09:25:26 am,50.00,90,01/30/2020 09:40:33 am,25.00,8,01/30/2020 09:47:00 am,25.00,1,01/30/2020 09:53:52 am,25.00,0,01/30/2020 09:57:10 am,25.00,1,01/30/2020 10:00:53 am,25.00,0,01/30/2020 10:05:08 am,25.00,2,01/30/2020 10:10:06 am,25.00,7,01/30/2020 10:13:46 am,25.00,2,01/30/2020 10:17:35 am,25.00,0,01/30/2020 10:21:27 am,25.00,1,01/30/2020 10:30:27 am,25.00,11,01/30/2020 10:35:39 am,25.00,3,01/30/2020 10:38:35 am,25.00,7,01/30/2020 10:41:07 am,25.00,5,01/30/2020 10:46:55 am,25.00,5,01/30/2020 10:50:55 am,25.00,2,01/30/2020 10:54:57 am,25.00,0,01/30/2020 10:59:16 am,25.00,0,01/30/2020 11:03:05 am,25.00,3
01/30/2020 09:18:05 am,52.00,80,01/30/2020 09:22:47 am,52.00,72,01/30/2020 09:25:28 am,52.00,73,01/30/2020 09:40:34 am,26.00,10,01/30/2020 09:47:01 am,26.00,0,01/30/2020 09:53:53 am,26.00,1,01/30/2020 09:57:11 am,26.00,0,01/30/2020 10:00:54 am,26.00,0,01/30/2020 10:05:09 am,26.00,4,01/30/2020 10:10:07 am,26.00,7,01/30/2020 10:13:47 am,26.00,0,01/30/2020 10:17:36 am,26.00,2,01/30/2020 10:21:28 am,26.00,0,01/30/2020 10:30:28 am,26.00,11,01/30/2020 10:35:40 am,26.00,7,01/30/2020 10:38:36 am,26.00,7,01/30/2020 10:41:08 am,26.00,4,01/30/2020 10:46:56 am,26.00,2,01/30/2020 10:50:56 am,26.00,5,01/30/2020 10:54:58 am,26.00,2,01/30/2020 10:59:17 am,26.00,0,01/30/2020 11:03:06 am,26.00,6
01/30/2020 09:18:07 am,54.00,75,01/30/2020 09:22:49 am,54.00,84,01/30/2020 09:25:30 am,54.00,74,01/30/2020 09:40:35 am,27.00,10,01/30/2020 09:47:02 am,27.00,0,01/30/2020 09:53:54 am,27.00,1,01/30/2020 09:57:12 am,27.00,0,01/30/2020 10:00:55 am,27.00,0,01/30/2020 10:05:10 am,27.00,8,01/30/2020 10:10:08 am,27.00,4,01/30/2020 10:13:48 am,27.00,7,01/30/2020 10:17:37 am,27.00,1,01/30/2020 10:21:29 am,27.00,1,01/30/2020 10:30:29 am,27.00,7,01/30/2020 10:35:41 am,27.00,7,01/30/2020 10:38:37 am,27.00,7,01/30/2020 10:41:09 am,27.00,5,01/30/2020 10:46:57 am,27.00,6,01/30/2020 10:50:57 am,27.00,4,01/30/2020 10:54:59 am,27.00,0,01/30/2020 10:59:18 am,27.00,0,01/30/2020 11:03:07 am,27.00,2
01/30/2020 09:18:09 am,56.00,80,01/30/2020 09:22:51 am,56.00,73,01/30/2020 09:25:32 am,56.00,72,01/30/2020 09:40:36 am,28.00,8,01/30/2020 09:47:03 am,28.00,0,01/30/2020 09:53:55 am,28.00,1,01/30/2020 09:57:13 am,28.00,1,01/30/2020 10:00:56 am,28.00,0,01/30/2020 10:05:11 am,28.00,8,01/30/2020 10:10:09 am,28.00,5,01/30/2020 10:13:49 am,28.00,2,01/30/2020 10:17:38 am,28.00,1,01/30/2020 10:21:30 am,28.00,2,01/30/2020 10:30:30 am,28.00,15,01/30/2020 10:35:42 am,28.00,11,01/30/2020 10:38:38 am,28.00,11,01/30/2020 10:41:10 am,28.00,7,01/30/2020 10:46:58 am,28.00,7,01/30/2020 10:50:58 am,28.00,4,01/30/2020 10:55:00 am,28.00,1,01/30/2020 10:59:19 am,28.00,1,01/30/2020 11:03:08 am,28.00,5
01/30/2020 09:18:11 am,58.00,71,01/30/2020 09:22:53 am,58.00,76,01/30/2020 09:25:34 am,58.00,71,01/30/2020 09:40:37 am,29.00,7,01/30/2020 09:47:04 am,29.00,0,01/30/2020 09:53:56 am,29.00,0,01/30/2020 09:57:14 am,29.00,1,01/30/2020 10:00:57 am,29.00,0,01/30/2020 10:05:12 am,29.00,6,01/30/2020 10:10:10 am,29.00,5,01/30/2020 10:13:50 am,29.00,1,01/30/2020 10:17:39 am,29.00,0,01/30/2020 10:21:31 am,29.00,1,01/30/2020 10:30:31 am,29.00,11,01/30/2020 10:35:43 am,29.00,11,01/30/2020 10:38:39 am,29.00,9,01/30/2020 10:41:11 am,29.00,9,01/30/2020 10:46:59 am,29.00,3,01/30/2020 10:50:59 am,29.00,6,01/30/2020 10:55:01 am,29.00,0,01/30/2020 10:59:20 am,29.00,2,01/30/2020 11:03:09 am,29.00,2
01/30/2020 09:18:13 am,60.00,72,01/30/2020 09:22:55 am,60.00,73,01/30/2020 09:25:36 am,60.00,81,01/30/2020 09:40:38 am,30.00,15,01/30/2020 09:47:05 am,30.00,2,01/30/2020 09:53:57 am,30.00,0,01/30/2020 09:57:15 am,30.00,1,01/30/2020 10:00:58 am,30.00,0,01/30/2020 10:05:13 am,30.00,6,01/30/2020 10:10:11 am,30.00,9,01/30/2020 10:13:51 am,30.00,0,01/30/2020 10:17:40 am,30.00,1,01/30/2020 10:21:32 am,30.00,1,01/30/2020 10:30:32 am,30.00,11,01/30/2020 10:35:44 am,30.00,10,01/30/2020 10:38:40 am,30.00,13,01/30/2020 10:41:12 am,30.00,8,01/30/2020 10:47:00 am,30.00,4,01/30/2020 10:51:00 am,30.00,1,01/30/2020 10:55:02 am,30.00,0,01/30/2020 10:59:21 am,30.00,0,01/30/2020 11:03:10 am,30.00,7
01/30/2020 09:18:15 am,62.00,75,01/30/2020 09:22:57 am,62.00,73,01/30/2020 09:25:38 am,62.00,83,01/30/2020 09:40:39 am,31.00,11,01/30/2020 09:47:06 am,31.00,0,01/30/2020 09:53:58 am,31.00,0,01/30/2020 09:57:16 am,31.00,1,01/30/2020 10:00:59 am,31.00,0,01/30/2020 10:05:14 am,31.00,8,01/30/2020 10:10:12 am,31.00,4,01/30/2020 10:13:52 am,31.00,5,01/30/2020 10:17:41 am,31.00,0,01/30/2020 10:21:33 am,31.00,1,01/30/2020 10:30:33 am,31.00,6,01/30/2020 10:35:45 am,31.00,10,01/30/2020 10:38:41 am,31.00,2,01/30/2020 10:41:13 am,31.00,8,01/30/2020 10:47:01 am,31.00,5,01/30/2020 10:51:01 am,31.00,6,01/30/2020 10:55:03 am,31.00,2,01/30/2020 10:59:22 am,31.00,0,01/30/2020 11:03:11 am,31.00,3
01/30/2020 09:18:17 am,64.00,64,01/30/2020 09:22:59 am,64.00,63,01/30/2020 09:25:40 am,64.00,77,01/30/2020 09:40:40 am,32.00,13,01/30/2020 09:47:07 am,32.00,0,01/30/2020 09:53:59 am,32.00,2,01/30/2020 09:57:17 am,32.00,1,01/30/2020 10:01:00 am,32.00,1,01/30/2020 10:05:15 am,32.00,6,01/30/2020 10:10:13 am,32.00,7,01/30/2020 10:13:53 am,32.00,1,01/30/2020 10:17:42 am,32.00,0,01/30/2020 10:21:34 am,32.00,0,01/30/2020 10:30:34 am,32.00,11,01/30/2020 10:35:46 am,32.00,9,01/30/2020 10:38:42 am,32.00,13,01/30/2020 10:41:14 am,32.00,3,01/30/2020 10:47:02 am,32.00,5,01/30/2020 10:51:02 am,32.00,9,01/30/2020 10:55:04 am,32.00,2,01/30/2020 10:59:23 am,32.00,0,01/30/2020 11:03:12 am,32.00,4
01/30/2020 09:18:19 am,66.00,76,01/30/2020 09:23:01 am,66.00,69,01/30/2020 09:25:42 am,66.00,71,01/30/2020 09:40:41 am,33.00,17,01/30/2020 09:47:08 am,33.00,0,01/30/2020 09:54:00 am,33.00,0,01/30/2020 09:57:18 am,33.00,1,01/30/2020 10:01:01 am,33.00,0,01/30/2020 10:05:16 am,33.00,7,01/30/2020 10:10:14 am,33.00,2,01/30/2020 10:13:54 am,33.00,4,01/30/2020 10:17:43 am,33.00,0,01/30/2020 10:21:35 am,33.00,1,01/30/2020 10:30:35 am,33.00,8,01/30/2020 10:35:47 am,33.00,7,01/30/2020 10:38:43 am,33.00,14,01/30/2020 10:41:15 am,33.00,6,01/30/2020 10:47:03 am,33.00,5,01/30/2020 10:51:03 am,33.00,3,01/30/2020 10:55:05 am,33.00,1,01/30/2020 10:59:24 am,33.00,2,01/30/2020 11:03:13 am,33.00,4
01/30/2020 09:18:21 am,68.00,61,01/30/2020 09:23:03 am,68.00,75,01/30/2020 09:25:44 am,68.00,68,01/30/2020 09:40:42 am,34.00,12,01/30/2020 09:47:09 am,34.00,0,01/30/2020 09:54:01 am,34.00,0,01/30/2020 09:57:19 am,34.00,1,01/30/2020 10:01:02 am,34.00,0,01/30/2020 10:05:17 am,34.00,10,01/30/2020 10:10:15 am,34.00,8,01/30/2020 10:13:55 am,34.00,1,01/30/2020 10:17:44 am,34.00,0,01/30/2020 10:21:36 am,34.00,0,01/30/2020 10:30:36 am,34.00,10,01/30/2020 10:35:48 am,34.00,15,01/30/2020 10:38:44 am,34.00,9,01/30/2020 10:41:16 am,34.00,7,01/30/2020 10:47:04 am,34.00,9,01/30/2020 10:51:04 am,34.00,2,01/30/2020 10:55:06 am,34.00,1,01/30/2020 10:59:25 am,34.00,1,01/30/2020 11:03:14 am,34.00,2
01/30/2020 09:18:23 am,70.00,71,01/30/2020 09:23:05 am,70.00,72,01/30/2020 09:25:46 am,70.00,77,01/30/2020 09:40:43 am,35.00,10,01/30/2020 09:47:10 am,35.00,2,01/30/2020 09:54:02 am,35.00,1,01/30/2020 09:57:20 am,35.00,1,01/30/2020 10:01:03 am,35.00,1,01/30/2020 10:05:18 am,35.00,6,01/30/2020 10:10:16 am,35.00,4,01/30/2020 10:13:56 am,35.00,3,01/30/2020 10:17:45 am,35.00,0,01/30/2020 10:21:37 am,35.00,1,01/30/2020 10:30:37 am,35.00,8,01/30/2020 10:35:49 am,35.00,7,01/30/2020 10:38:45 am,35.00,5,01/30/2020 10:41:17 am,35.00,8,01/30/2020 10:47:05 am,35.00,6,01/30/2020 10:51:05 am,35.00,6,01/30/2020 10:55:07 am,35.00,0,01/30/2020 10:59:26 am,35.00,1,01/30/2020 11:03:15 am,35.00,1
01/30/2020 09:18:25 am,72.00,67,01/30/2020 09:23:07 am,72.00,74,01/30/2020 09:25:48 am,72.00,85,01/30/2020 09:40:44 am,36.00,11,01/30/2020 09:47:11 am,36.00,0,01/30/2020 09:54:03 am,36.00,1,01/30/2020 09:57:21 am,36.00,0,01/30/2020 10:01:04 am,36.00,0,01/30/2020 10:05:19 am,36.00,5,01/30/2020 10:10:17 am,36.00,6,01/30/2020 10:13:57 am,36.00,2,01/30/2020 10:17:46 am,36.00,0,01/30/2020 10:21:38 am,36.00,2,01/30/2020 10:30:38 am,36.00,7,01/30/2020 10:35:50 am,36.00,7,01/30/2020 10:38:46 am,36.00,9,01/30/2020 10:41:18 am,36.00,7,01/30/2020 10:47:06 am,36.00,7,01/30/2020 10:51:06 am,36.00,7,01/30/2020 10:55:08 am,36.00,3,01/30/2020 10:59:27 am,36.00,3,01/30/2020 11:03:16 am,36.00,4
01/30/2020 09:18:27 am,74.00,65,01/30/2020 09:23:09 am,74.00,64,01/30/2020 09:25:50 am,74.00,80,01/30/2020 09:40:45 am,37.00,16,01/30/2020 09:47:12 am,37.00,1,01/30/2020 09:54:04 am,37.00,0,01/30/2020 09:57:22 am,37.00,0,01/30/2020 10:01:05 am,37.00,0,01/30/2020 10:05:20 am,37.00,6,01/30/2020 10:10:18 am,37.00,6,01/30/2020 10:13:58 am,37.00,3,01/30/2020 10:17:47 am,37.00,1,01/30/2020 10:21:39 am,37.00,0,01/30/2020 10:30:39 am,37.00,13,01/30/2020 10:35:51 am,37.00,8,01/30/2020 10:38:47 am,37.00,10,01/30/2020 10:41:19 am,37.00,5,01/30/2020 10:47:07 am,37.00,3,01/30/2020 10:51:07 am,37.00,2,01/30/2020 10:55:09 am,37.00,0,01/30/2020 10:59:28 am,37.00,1,01/30/2020 11:03:17 am,37.00,4
01/30/2020 09:18:29 am,76.00,64,01/30/2020 09:23:11 am,76.00,63,01/30/2020 09:25:52 am,76.00,78,01/30/2020 09:40:46 am,38.00,7,01/30/2020 09:47:13 am,38.00,0,01/30/2020 09:54:05 am,38.00,0,01/30/2020 09:57:23 am,38.00,1,01/30/2020 10:01:06 am,38.00,0,01/30/2020 10:05:21 am,38.00,1,01/30/2020 10:10:19 am,38.00,3,01/30/2020 10:13:59 am,38.00,1,01/30/2020 10:17:48 am,38.00,1,01/30/2020 10:21:40 am,38.00,1,01/30/2020 10:30:40 am,38.00,11,01/30/2020 10:35:52 am,38.00,9,01/30/2020 10:38:48 am,38.00,11,01/30/2020 10:41:20 am,38.00,6,01/30/2020 10:47:08 am,38.00,7,01/30/2020 10:51:08 am,38.00,3,01/30/2020 10:55:10 am,38.00,0,01/30/2020 10:59:29 am,38.00,0,01/30/2020 11:03:18 am,38.00,8
01/30/2020 09:18:31 am,78.00,75,01/30/2020 09:23:13 am,78.00,77,01/30/2020 09:25:54 am,78.00,77,01/30/2020 09:40:47 am,39.00,11,01/30/2020 09:47:14 am,39.00,1,01/30/2020 09:54:06 am,39.00,0,01/30/2020 09:57:24 am,39.00,0,01/30/2020 10:01:07 am,39.00,1,01/30/2020 10:05:22 am,39.00,3,01/30/2020 10:10:20 am,39.00,2,01/30/2020 10:14:00 am,39.00,1,01/30/2020 10:17:49 am,39.00,1,01/30/2020 10:21:41 am,39.00,1,01/30/2020 10:30:41 am,39.00,6,01/30/2020 10:35:53 am,39.00,12,01/30/2020 10:38:49 am,39.00,7,01/30/2020 10:41:21 am,39.00,8,01/30/2020 10:47:09 am,39.00,3,01/30/2020 10:51:09 am,39.00,5,01/30/2020 10:55:11 am,39.00,1,01/30/2020 10:59:30 am,39.00,0,01/30/2020 11:03:19 am,39.00,3
01/30/2020 09:18:33 am,80.00,80,01/30/2020 09:23:15 am,80.00,73,01/30/2020 09:25:56 am,80.00,80,01/30/2020 09:40:48 am,40.00,8,01/30/2020 09:47:15 am,40.00,0,01/30/2020 09:54:07 am,40.00,2,01/30/2020 09:57:25 am,40.00,0,01/30/2020 10:01:08 am,40.00,0,01/30/2020 10:05:23 am,40.00,4,01/30/2020 10:10:21 am,40.00,4,01/30/2020 10:14:01 am,40.00,1,01/30/2020 10:17:50 am,40.00,1,01/30/2020 10:21:42 am,40.00,0,01/30/2020 10:30:42 am,40.00,8,01/30/2020 10:35:54 am,40.00,10,01/30/2020 10:38:50 am,40.00,13,01/30/2020 10:41:22 am,40.00,11,01/30/2020 10:47:10 am,40.00,9,01/30/2020 10:51:10 am,40.00,4,01/30/2020 10:55:12 am,40.00,1,01/30/2020 10:59:31 am,40.00,1,01/30/2020 11:03:20 am,40.00,2
01/30/2020 09:18:35 am,82.00,80,01/30/2020 09:23:17 am,82.00,65,01/30/2020 09:25:58 am,82.00,83,01/30/2020 09:40:49 am,41.00,16,01/30/2020 09:47:16 am,41.00,2,01/30/2020 09:54:08 am,41.00,0,01/30/2020 09:57:26 am,41.00,1,01/30/2020 10:01:09 am,41.00,0,01/30/2020 10:05:24 am,41.00,4,01/30/2020 10:10:22 am,41.00,3,01/30/2020 10:14:02 am,41.00,4,01/30/2020 10:17:51 am,41.00,0,01/30/2020 10:21:43 am,41.00,0,01/30/2020 10:30:43 am,41.00,8,01/30/2020 10:35:55 am,41.00,14,01/30/2020 10:38:51 am,41.00,13,01/30/2020 10:41:23 am,41.00,8,01/30/2020 10:47:11 am,41.00,5,01/30/2020 10:51:11 am,41.00,7,01/30/2020 10:55:13 am,41.00,1,01/30/2020 10:59:32 am,41.00,1,01/30/2020 11:03:21 am,41.00,4
01/30/2020 09:18:37 am,84.00,66,01/30/2020 09:23:19 am,84.00,75,01/30/2020 09:26:00 am,84.00,71,01/30/2020 09:40:50 am,42.00,9,01/30/2020 09:47:17 am,42.00,0,01/30/2020 09:54:09 am,42.00,0,01/30/2020 09:57:27 am,42.00,0,01/30/2020 10:01:10 am,42.00,0,01/30/2020 10:05:25 am,42.00,6,01/30/2020 10:10:23 am,42.00,5,01/30/2020 10:14:03 am,42.00,3,01/30/2020 10:17:52 am,42.00,0,01/30/2020 10:21:44 am,42.00,0,01/30/2020 10:30:44 am,42.00,7,01/30/2020 10:35:56 am,42.00,15,01/30/2020 10:38:52 am,42.00,7,01/30/2020 10:41:24 am,42.00,6,01/30/2020 10:47:12 am,42.00,6,01/30/2020 10:51:12 am,42.00,4,01/30/2020 10:55:14 am,42.00,2,01/30/2020 10:59:33 am,42.00,2,01/30/2020 11:03:22 am,42.00,4
01/30/2020 09:18:39 am,86.00,69,01/30/2020 09:23:21 am,86.00,70,01/30/2020 09:26:02 am,86.00,70,01/30/2020 09:40:51 am,43.00,6,01/30/2020 09:47:18 am,43.00,1,01/30/2020 09:54:10 am,43.00,0,01/30/2020 09:57:28 am,43.00,1,01/30/2020 10:01:11 am,43.00,0,01/30/2020 10:05:26 am,43.00,5,01/30/2020 10:10:24 am,43.00,2,01/30/2020 10:14:04 am,43.00,1,01/30/2020 10:17:53 am,43.00,1,01/30/2020 10:21:45 am,43.00,1,01/30/2020 10:30:45 am,43.00,13,01/30/2020 10:35:57 am,43.00,11,01/30/2020 10:38:53 am,43.00,14,01/30/2020 10:41:25 am,43.00,7,01/30/2020 10:47:13 am,43.00,7,01/30/2020 10:51:13 am,43.00,12,01/30/2020 10:55:15 am,43.00,2,01/30/2020 10:59:34 am,43.00,1,01/30/2020 11:03:23 am,43.00,3
01/30/2020 09:18:41 am,88.00,74,01/30/2020 09:23:23 am,88.00,66,01/30/2020 09:26:04 am,88.00,53,01/30/2020 09:40:52 am,44.00,8,01/30/2020 09:47:19 am,44.00,1,01/30/2020 09:54:11 am,44.00,0,01/30/2020 09:57:29 am,44.00,1,01/30/2020 10:01:12 am,44.00,0,01/30/2020 10:05:27 am,44.00,4,01/30/2020 10:10:25 am,44.00,5,01/30/2020 10:14:05 am,44.00,2,01/30/2020 10:17:54 am,44.00,0,01/30/2020 10:21:46 am,44.00,0,01/30/2020 10:30:46 am,44.00,5,01/30/2020 10:35:58 am,44.00,9,01/30/2020 10:38:54 am,44.00,8,01/30/2020 10:41:26 am,44.00,7,01/30/2020 10:47:14 am,44.00,4,01/30/2020 10:51:14 am,44.00,6,01/30/2020 10:55:16 am,44.00,0,01/30/2020 10:59:35 am,44.00,1,01/30/2020 11:03:24 am,44.00,9
01/30/2020 09:18:43 am,90.00,73,01/30/2020 09:23:25 am,90.00,61,01/30/2020 09:26:06 am,90.00,68,01/30/2020 09:40:53 am,45.00,10,01/30/2020 09:47:20 am,45.00,0,01/30/2020 09:54:12 am,45.00,0,01/30/2020 09:57:30 am,45.00,0,01/30/2020 10:01:13 am,45.00,2,01/30/2020 10:05:28 am,45.00,1,01/30/2020 10:10:26 am,45.00,7,01/30/2020 10:14:06 am,45.00,2,01/30/2020 10:17:55 am,45.00,1,01/30/2020 10:21:47 am,45.00,2,01/30/2020 10:30:47 am,45.00,4,01/30/2020 10:35:59 am,45.00,8,01/30/2020 10:38:55 am,45.00,13,01/30/2020 10:41:27 am,45.00,8,01/30/2020 10:47:15 am,45.00,2,01/30/2020 10:51:15 am,45.00,6,01/30/2020 10:55:17 am,45.00,1,01/30/2020 10:59:36 am,45.00,1,01/30/2020 11:03:25 am,45.00,6
01/30/2020 09:18:45 am,92.00,68,01/30/2020 09:23:27 am,92.00,78,01/30/2020 09:26:08 am,92.00,63,01/30/2020 09:40:54 am,46.00,11,01/30/2020 09:47:21 am,46.00,1,01/30/2020 09:54:13 am,46.00,0,01/30/2020 09:57:31 am,46.00,0,01/30/2020 10:01:14 am,46.00,1,01/30/2020 10:05:29 am,46.00,4,01/30/2020 10:10:27 am,46.00,4,01/30/2020 10:14:07 am,46.00,3,01/30/2020 10:17:56 am,46.00,1,01/30/2020 10:21:48 am,46.00,1,01/30/2020 10:30:48 am,46.00,7,01/30/2020 10:36:00 am,46.00,10,01/30/2020 10:38:56 am,46.00,8,01/30/2020 10:41:28 am,46.00,5,01/30/2020 10:47:16 am,46.00,5,01/30/2020 10:51:16 am,46.00,5,01/30/2020 10:55:18 am,46.00,1,01/30/2020 10:59:37 am,46.00,0,01/30/2020 11:03:26 am,46.00,6
01/30/2020 09:18:47 am,94.00,70,01/30/2020 09:23:29 am,94.00,67,01/30/2020 09:26:10 am,94.00,64,01/30/2020 09:40:55 am,47.00,8,01/30/2020 09:47:22 am,47.00,1,01/30/2020 09:54:14 am,47.00,0,01/30/2020 09:57:32 am,47.00,1,01/30/2020 10:01:15 am,47.00,0,01/30/2020 10:05:30 am,47.00,10,01/30/2020 10:10:28 am,47.00,7,01/30/2020 10:14:08 am,47.00,1,01/30/2020 10:17:57 am,47.00,0,01/30/2020 10:21:49 am,47.00,1,01/30/2020 10:30:49 am,47.00,11,01/30/2020 10:36:01 am,47.00,11,01/30/2020 10:38:57 am,47.00,10,01/30/2020 10:41:29 am,47.00,8,01/30/2020 10:47:17 am,47.00,6,01/30/2020 10:51:17 am,47.00,5,01/30/2020 10:55:19 am,47.00,2,01/30/2020 10:59:38 am,47.00,0,01/30/2020 11:03:27 am,47.00,4
