Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #19,Run #19,Run #19,Run #20,Run #20,Run #20,Run #21,Run #21,Run #21,Run #22,Run #22,Run #22
Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample),Date and Time,Time (s),Geiger Counts (counts/sample)
01/30/2020 09:18:49 am,96.00,74,01/30/2020 09:23:31 am,96.00,62,01/30/2020 09:26:12 am,96.00,80,01/30/2020 09:40:56 am,48.00,12,01/30/2020 09:47:23 am,48.00,0,01/30/2020 09:54:15 am,48.00,0,01/30/2020 09:57:33 am,48.00,0,01/30/2020 10:01:16 am,48.00,0,01/30/2020 10:05:31 am,48.00,2,01/30/2020 10:10:29 am,48.00,5,01/30/2020 10:14:09 am,48.00,3,01/30/2020 10:17:58 am,48.00,0,01/30/2020 10:21:50 am,48.00,0,01/30/2020 10:30:50 am,48.00,11,01/30/2020 10:36:02 am,48.00,11,01/30/2020 10:38:58 am,48.00,7,01/30/2020 10:41:30 am,48.00,9,01/30/2020 10:47:18 am,48.00,12,01/30/2020 10:51:18 am,48.00,2,01/30/2020 10:55:20 am,48.00,0,01/30/2020 10:59:39 am,48.00,0,01/30/2020 11:03:28 am,48.00,9
01/30/2020 09:18:51 am,98.00,82,01/30/2020 09:23:33 am,98.00,56,01/30/2020 09:26:14 am,98.00,83,01/30/2020 09:40:57 am,49.00,10,01/30/2020 09:47:24 am,49.00,0,01/30/2020 09:54:16 am,49.00,0,01/30/2020 09:57:34 am,49.00,0,01/30/2020 10:01:17 am,49.00,0,01/30/2020 10:05:32 am,49.00,6,01/30/2020 10:10:30 am,49.00,6,01/30/2020 10:14:10 am,49.00,2,01/30/2020 10:17:59 am,49.00,0,01/30/2020 10:21:51 am,49.00,0,01/30/2020 10:30:51 am,49.00,10,01/30/2020 10:36:03 am,49.00,10,01/30/2020 10:38:59 am,49.00,7,01/30/2020 10:41:31 am,49.00,8,01/30/2020 10:47:19 am,49.00,4,01/30/2020 10:51:19 am,49.00,7,01/30/2020 10:55:21 am,49.00,4,01/30/2020 10:59:40 am,49.00,0,01/30/2020 11:03:29 am,49.00,7
01/30/2020 09:18:53 am,100.00,86,01/30/2020 09:23:35 am,100.00,81,01/30/2020 09:26:16 am,100.00,73,01/30/2020 09:40:58 am,50.00,13,01/30/2020 09:47:25 am,50.00,0,01/30/2020 09:54:17 am,50.00,0,01/30/2020 09:57:35 am,50.00,0,01/30/2020 10:01:18 am,50.00,0,01/30/2020 10:05:33 am,50.00,6,01/30/2020 10:10:31 am,50.00,4,01/30/2020 10:14:11 am,50.00,2,01/30/2020 10:18:00 am,50.00,0,01/30/2020 10:21:52 am,50.00,1,01/30/2020 10:30:52 am,50.00,5,01/30/2020 10:36:04 am,50.00,9,01/30/2020 10:39:00 am,50.00,6,01/30/2020 10:41:32 am,50.00,4,01/30/2020 10:47:20 am,50.00,13,01/30/2020 10:51:20 am,50.00,5,01/30/2020 10:55:22 am,50.00,3,01/30/2020 10:59:41 am,50.00,1,01/30/2020 11:03:30 am,50.00,3
01/30/2020 09:18:55 am,102.00,65,01/30/2020 09:23:37 am,102.00,89,01/30/2020 09:26:18 am,102.00,71,01/30/2020 09:40:59 am,51.00,7,01/30/2020 09:47:26 am,51.00,0,01/30/2020 09:54:18 am,51.00,0,01/30/2020 09:57:36 am,51.00,1,01/30/2020 10:01:19 am,51.00,0,01/30/2020 10:05:34 am,51.00,2,01/30/2020 10:10:32 am,51.00,4,01/30/2020 10:14:12 am,51.00,2,01/30/2020 10:18:01 am,51.00,1,01/30/2020 10:21:53 am,51.00,2,01/30/2020 10:30:53 am,51.00,9,01/30/2020 10:36:05 am,51.00,8,01/30/2020 10:39:01 am,51.00,10,01/30/2020 10:41:33 am,51.00,7,01/30/2020 10:47:21 am,51.00,4,01/30/2020 10:51:21 am,51.00,4,01/30/2020 10:55:23 am,51.00,1,01/30/2020 10:59:42 am,51.00,0,01/30/2020 11:03:31 am,51.00,3
01/30/2020 09:18:57 am,104.00,61,01/30/2020 09:23:39 am,104.00,82,01/30/2020 09:26:20 am,104.00,70,01/30/2020 09:41:00 am,52.00,7,01/30/2020 09:47:27 am,52.00,0,01/30/2020 09:54:19 am,52.00,0,01/30/2020 09:57:37 am,52.00,0,01/30/2020 10:01:20 am,52.00,1,01/30/2020 10:05:35 am,52.00,5,01/30/2020 10:10:33 am,52.00,4,01/30/2020 10:14:13 am,52.00,1,01/30/2020 10:18:02 am,52.00,1,01/30/2020 10:21:54 am,52.00,2,01/30/2020 10:30:54 am,52.00,8,01/30/2020 10:36:06 am,52.00,9,01/30/2020 10:39:02 am,52.00,8,01/30/2020 10:41:34 am,52.00,12,01/30/2020 10:47:22 am,52.00,3,01/30/2020 10:51:22 am,52.00,4,01/30/2020 10:55:24 am,52.00,0,01/30/2020 10:59:43 am,52.00,0,01/30/2020 11:03:32 am,52.00,5
01/30/2020 09:18:59 am,106.00,79,01/30/2020 09:23:41 am,106.00,79,01/30/2020 09:26:22 am,106.00,89,01/30/2020 09:41:01 am,53.00,12,01/30/2020 09:47:28 am,53.00,1,01/30/2020 09:54:20 am,53.00,0,01/30/2020 09:57:38 am,53.00,0,01/30/2020 10:01:21 am,53.00,0,01/30/2020 10:05:36 am,53.00,8,01/30/2020 10:10:34 am,53.00,4,01/30/2020 10:14:14 am,53.00,2,01/30/2020 10:18:03 am,53.00,0,01/30/2020 10:21:55 am,53.00,0,01/30/2020 10:30:55 am,53.00,11,01/30/2020 10:36:07 am,53.00,5,01/30/2020 10:39:03 am,53.00,9,01/30/2020 10:41:35 am,53.00,14,01/30/2020 10:47:23 am,53.00,8,01/30/2020 10:51:23 am,53.00,3,01/30/2020 10:55:25 am,53.00,1,01/30/2020 10:59:44 am,53.00,1,01/30/2020 11:03:33 am,53.00,5
01/30/2020 09:19:01 am,108.00,59,01/30/2020 09:23:43 am,108.00,70,01/30/2020 09:26:24 am,108.00,66,01/30/2020 09:41:02 am,54.00,18,01/30/2020 09:47:29 am,54.00,1,01/30/2020 09:54:21 am,54.00,2,01/30/2020 09:57:39 am,54.00,0,01/30/2020 10:01:22 am,54.00,0,01/30/2020 10:05:37 am,54.00,6,01/30/2020 10:10:35 am,54.00,6,01/30/2020 10:14:15 am,54.00,3,01/30/2020 10:18:04 am,54.00,0,01/30/2020 10:21:56 am,54.00,0,01/30/2020 10:30:56 am,54.00,9,01/30/2020 10:36:08 am,54.00,10,01/30/2020 10:39:04 am,54.00,8,01/30/2020 10:41:36 am,54.00,13,01/30/2020 10:47:24 am,54.00,6,01/30/2020 10:51:24 am,54.00,7,01/30/2020 10:55:26 am,54.00,0,01/30/2020 10:59:45 am,54.00,0,01/30/2020 11:03:34 am,54.00,3
01/30/2020 09:19:03 am,110.00,85,01/30/2020 09:23:45 am,110.00,72,01/30/2020 09:26:26 am,110.00,82,01/30/2020 09:41:03 am,55.00,11,01/30/2020 09:47:30 am,55.00,0,01/30/2020 09:54:22 am,55.00,1,01/30/2020 09:57:40 am,55.00,0,01/30/2020 10:01:23 am,55.00,1,01/30/2020 10:05:38 am,55.00,4,01/30/2020 10:10:36 am,55.00,6,01/30/2020 10:14:16 am,55.00,2,01/30/2020 10:18:05 am,55.00,0,01/30/2020 10:21:57 am,55.00,1,01/30/2020 10:30:57 am,55.00,11,01/30/2020 10:36:09 am,55.00,7,01/30/2020 10:39:05 am,55.00,11,01/30/2020 10:41:37 am,55.00,10,01/30/2020 10:47:25 am,55.00,7,01/30/2020 10:51:25 am,55.00,5,01/30/2020 10:55:27 am,55.00,1,01/30/2020 10:59:46 am,55.00,0,01/30/2020 11:03:35 am,55.00,8
01/30/2020 09:19:05 am,112.00,82,01/30/2020 09:23:47 am,112.00,77,01/30/2020 09:26:28 am,112.00,78,01/30/2020 09:41:04 am,56.00,9,01/30/2020 09:47:31 am,56.00,0,01/30/2020 09:54:23 am,56.00,0,01/30/2020 09:57:41 am,56.00,0,01/30/2020 10:01:24 am,56.00,1,01/30/2020 10:05:39 am,56.00,4,01/30/2020 10:10:37 am,56.00,6,01/30/2020 10:14:17 am,56.00,2,01/30/2020 10:18:06 am,56.00,0,01/30/2020 10:21:58 am,56.00,0,01/30/2020 10:30:58 am,56.00,7,01/30/2020 10:36:10 am,56.00,9,01/30/2020 10:39:06 am,56.00,4,01/30/2020 10:41:38 am,56.00,2,01/30/2020 10:47:26 am,56.00,9,01/30/2020 10:51:26 am,56.00,3,01/30/2020 10:55:28 am,56.00,1,01/30/2020 10:59:47 am,56.00,0,01/30/2020 11:03:36 am,56.00,1
01/30/2020 09:19:07 am,114.00,78,01/30/2020 09:23:49 am,114.00,69,01/30/2020 09:26:30 am,114.00,87,01/30/2020 09:41:05 am,57.00,19,01/30/2020 09:47:32 am,57.00,0,01/30/2020 09:54:24 am,57.00,1,01/30/2020 09:57:42 am,57.00,1,01/30/2020 10:01:25 am,57.00,2,01/30/2020 10:05:40 am,57.00,7,01/30/2020 10:10:38 am,57.00,5,01/30/2020 10:14:18 am,57.00,2,01/30/2020 10:18:07 am,57.00,0,01/30/2020 10:21:59 am,57.00,1,01/30/2020 10:30:59 am,57.00,5,01/30/2020 10:36:11 am,57.00,8,01/30/2020 10:39:07 am,57.00,7,01/30/2020 10:41:39 am,57.00,4,01/30/2020 10:47:27 am,57.00,3,01/30/2020 10:51:27 am,57.00,4,01/30/2020 10:55:29 am,57.00,2,01/30/2020 10:59:48 am,57.00,0,01/30/2020 11:03:37 am,57.00,5
01/30/2020 09:19:09 am,116.00,79,01/30/2020 09:23:51 am,116.00,83,01/30/2020 09:26:32 am,116.00,80,01/30/2020 09:41:06 am,58.00,10,01/30/2020 09:47:33 am,58.00,0,01/30/2020 09:54:25 am,58.00,0,01/30/2020 09:57:43 am,58.00,1,01/30/2020 10:01:26 am,58.00,0,01/30/2020 10:05:41 am,58.00,4,01/30/2020 10:10:39 am,58.00,7,01/30/2020 10:14:19 am,58.00,0,01/30/2020 10:18:08 am,58.00,1,01/30/2020 10:22:00 am,58.00,0,01/30/2020 10:31:00 am,58.00,6,01/30/2020 10:36:12 am,58.00,9,01/30/2020 10:39:08 am,58.00,10,01/30/2020 10:41:40 am,58.00,12,01/30/2020 10:47:28 am,58.00,10,01/30/2020 10:51:28 am,58.00,6,01/30/2020 10:55:30 am,58.00,3,01/30/2020 10:59:49 am,58.00,1,01/30/2020 11:03:38 am,58.00,8
01/30/2020 09:19:11 am,118.00,57,01/30/2020 09:23:53 am,118.00,67,01/30/2020 09:26:34 am,118.00,67,01/30/2020 09:41:07 am,59.00,11,01/30/2020 09:47:34 am,59.00,1,01/30/2020 09:54:26 am,59.00,2,01/30/2020 09:57:44 am,59.00,1,01/30/2020 10:01:27 am,59.00,0,01/30/2020 10:05:42 am,59.00,4,01/30/2020 10:10:40 am,59.00,6,01/30/2020 10:14:20 am,59.00,4,01/30/2020 10:18:09 am,59.00,2,01/30/2020 10:22:01 am,59.00,0,01/30/2020 10:31:01 am,59.00,6,01/30/2020 10:36:13 am,59.00,12,01/30/2020 10:39:09 am,59.00,3,01/30/2020 10:41:41 am,59.00,3,01/30/2020 10:47:29 am,59.00,5,01/30/2020 10:51:29 am,59.00,4,01/30/2020 10:55:31 am,59.00,0,01/30/2020 10:59:50 am,59.00,0,01/30/2020 11:03:39 am,59.00,5
01/30/2020 09:19:13 am,120.00,66,01/30/2020 09:23:55 am,120.00,73,01/30/2020 09:26:36 am,120.00,70,01/30/2020 09:41:08 am,60.00,6,01/30/2020 09:47:35 am,60.00,0,01/30/2020 09:54:27 am,60.00,0,01/30/2020 09:57:45 am,60.00,0,01/30/2020 10:01:28 am,60.00,1,01/30/2020 10:05:43 am,60.00,4,01/30/2020 10:10:41 am,60.00,7,01/30/2020 10:14:21 am,60.00,2,01/30/2020 10:18:10 am,60.00,1,01/30/2020 10:22:02 am,60.00,0,01/30/2020 10:31:02 am,60.00,9,01/30/2020 10:36:14 am,60.00,11,01/30/2020 10:39:10 am,60.00,12,01/30/2020 10:41:42 am,60.00,9,01/30/2020 10:47:30 am,60.00,1,01/30/2020 10:51:30 am,60.00,4,01/30/2020 10:55:32 am,60.00,1,01/30/2020 10:59:51 am,60.00,0,01/30/2020 11:03:40 am,60.00,5
,,,,,,,,,01/30/2020 09:41:09 am,61.00,17,01/30/2020 09:47:36 am,61.00,0,01/30/2020 09:54:28 am,61.00,0,01/30/2020 09:57:46 am,61.00,1,01/30/2020 10:01:29 am,61.00,0,01/30/2020 10:05:44 am,61.00,10,01/30/2020 10:10:42 am,61.00,6,01/30/2020 10:14:22 am,61.00,0,01/30/2020 10:18:11 am,61.00,1,01/30/2020 10:22:03 am,61.00,1,01/30/2020 10:31:03 am,61.00,9,01/30/2020 10:36:15 am,61.00,13,01/30/2020 10:39:11 am,61.00,10,01/30/2020 10:41:43 am,61.00,10,01/30/2020 10:47:31 am,61.00,3,01/30/2020 10:51:31 am,61.00,3,01/30/2020 10:55:33 am,61.00,0,01/30/2020 10:59:52 am,61.00,0,01/30/2020 11:03:41 am,61.00,3
,,,,,,,,,01/30/2020 09:41:10 am,62.00,16,01/30/2020 09:47:37 am,62.00,0,01/30/2020 09:54:29 am,62.00,0,01/30/2020 09:57:47 am,62.00,0,01/30/2020 10:01:30 am,62.00,0,01/30/2020 10:05:45 am,62.00,8,01/30/2020 10:10:43 am,62.00,12,01/30/2020 10:14:23 am,62.00,2,01/30/2020 10:18:12 am,62.00,0,01/30/2020 10:22:04 am,62.00,0,01/30/2020 10:31:04 am,62.00,7,01/30/2020 10:36:16 am,62.00,11,01/30/2020 10:39:12 am,62.00,9,01/30/2020 10:41:44 am,62.00,7,01/30/2020 10:47:32 am,62.00,10,01/30/2020 10:51:32 am,62.00,3,01/30/2020 10:55:34 am,62.00,1,01/30/2020 10:59:53 am,62.00,0,01/30/2020 11:03:42 am,62.00,5
,,,,,,,,,01/30/2020 09:41:11 am,63.00,8,01/30/2020 09:47:38 am,63.00,0,01/30/2020 09:54:30 am,63.00,1,01/30/2020 09:57:48 am,63.00,0,01/30/2020 10:01:31 am,63.00,0,01/30/2020 10:05:46 am,63.00,3,01/30/2020 10:10:44 am,63.00,3,01/30/2020 10:14:24 am,63.00,0,01/30/2020 10:18:13 am,63.00,0,01/30/2020 10:22:05 am,63.00,0,01/30/2020 10:31:05 am,63.00,11,01/30/2020 10:36:17 am,63.00,6,01/30/2020 10:39:13 am,63.00,12,01/30/2020 10:41:45 am,63.00,4,01/30/2020 10:47:33 am,63.00,4,01/30/2020 10:51:33 am,63.00,4,01/30/2020 10:55:35 am,63.00,1,01/30/2020 10:59:54 am,63.00,0,01/30/2020 11:03:43 am,63.00,5
,,,,,,,,,01/30/2020 09:41:12 am,64.00,8,01/30/2020 09:47:39 am,64.00,0,01/30/2020 09:54:31 am,64.00,0,01/30/2020 09:57:49 am,64.00,0,01/30/2020 10:01:32 am,64.00,0,01/30/2020 10:05:47 am,64.00,2,01/30/2020 10:10:45 am,64.00,4,01/30/2020 10:14:25 am,64.00,1,01/30/2020 10:18:14 am,64.00,0,01/30/2020 10:22:06 am,64.00,0,01/30/2020 10:31:06 am,64.00,16,01/30/2020 10:36:18 am,64.00,11,01/30/2020 10:39:14 am,64.00,10,01/30/2020 10:41:46 am,64.00,9,01/30/2020 10:47:34 am,64.00,6,01/30/2020 10:51:34 am,64.00,6,01/30/2020 10:55:36 am,64.00,0,01/30/2020 10:59:55 am,64.00,0,01/30/2020 11:03:44 am,64.00,2
,,,,,,,,,01/30/2020 09:41:13 am,65.00,9,01/30/2020 09:47:40 am,65.00,0,01/30/2020 09:54:32 am,65.00,0,01/30/2020 09:57:50 am,65.00,0,01/30/2020 10:01:33 am,65.00,0,01/30/2020 10:05:48 am,65.00,3,01/30/2020 10:10:46 am,65.00,2,01/30/2020 10:14:26 am,65.00,3,01/30/2020 10:18:15 am,65.00,2,01/30/2020 10:22:07 am,65.00,0,01/30/2020 10:31:07 am,65.00,12,01/30/2020 10:36:19 am,65.00,10,01/30/2020 10:39:15 am,65.00,10,01/30/2020 10:41:47 am,65.00,11,01/30/2020 10:47:35 am,65.00,5,01/30/2020 10:51:35 am,65.00,5,01/30/2020 10:55:37 am,65.00,1,01/30/2020 10:59:56 am,65.00,2,01/30/2020 11:03:45 am,65.00,4
,,,,,,,,,01/30/2020 09:41:14 am,66.00,20,01/30/2020 09:47:41 am,66.00,0,01/30/2020 09:54:33 am,66.00,0,01/30/2020 09:57:51 am,66.00,0,01/30/2020 10:01:34 am,66.00,0,01/30/2020 10:05:49 am,66.00,4,01/30/2020 10:10:47 am,66.00,5,01/30/2020 10:14:27 am,66.00,4,01/30/2020 10:18:16 am,66.00,1,01/30/2020 10:22:08 am,66.00,0,01/30/2020 10:31:08 am,66.00,6,01/30/2020 10:36:20 am,66.00,6,01/30/2020 10:39:16 am,66.00,14,01/30/2020 10:41:48 am,66.00,7,01/30/2020 10:47:36 am,66.00,5,01/30/2020 10:51:36 am,66.00,3,01/30/2020 10:55:38 am,66.00,1,01/30/2020 10:59:57 am,66.00,2,01/30/2020 11:03:46 am,66.00,7
,,,,,,,,,01/30/2020 09:41:15 am,67.00,9,01/30/2020 09:47:42 am,67.00,0,01/30/2020 09:54:34 am,67.00,1,01/30/2020 09:57:52 am,67.00,0,01/30/2020 10:01:35 am,67.00,0,01/30/2020 10:05:50 am,67.00,8,01/30/2020 10:10:48 am,67.00,5,01/30/2020 10:14:28 am,67.00,1,01/30/2020 10:18:17 am,67.00,0,01/30/2020 10:22:09 am,67.00,0,01/30/2020 10:31:09 am,67.00,13,01/30/2020 10:36:21 am,67.00,12,01/30/2020 10:39:17 am,67.00,14,01/30/2020 10:41:49 am,67.00,10,01/30/2020 10:47:37 am,67.00,8,01/30/2020 10:51:37 am,67.00,7,01/30/2020 10:55:39 am,67.00,2,01/30/2020 10:59:58 am,67.00,2,01/30/2020 11:03:47 am,67.00,5
,,,,,,,,,01/30/2020 09:41:16 am,68.00,15,01/30/2020 09:47:43 am,68.00,0,01/30/2020 09:54:35 am,68.00,0,01/30/2020 09:57:53 am,68.00,0,01/30/2020 10:01:36 am,68.00,0,01/30/2020 10:05:51 am,68.00,6,01/30/2020 10:10:49 am,68.00,4,01/30/2020 10:14:29 am,68.00,1,01/30/2020 10:18:18 am,68.00,1,01/30/2020 10:22:10 am,68.00,1,01/30/2020 10:31:10 am,68.00,12,01/30/2020 10:36:22 am,68.00,7,01/30/2020 10:39:18 am,68.00,10,01/30/2020 10:41:50 am,68.00,16,01/30/2020 10:47:38 am,68.00,11,01/30/2020 10:51:38 am,68.00,5,01/30/2020 10:55:40 am,68.00,2,01/30/2020 10:59:59 am,68.00,1,01/30/2020 11:03:48 am,68.00,4
,,,,,,,,,01/30/2020 09:41:17 am,69.00,16,01/30/2020 09:47:44 am,69.00,0,01/30/2020 09:54:36 am,69.00,0,01/30/2020 09:57:54 am,69.00,0,01/30/2020 10:01:37 am,69.00,1,01/30/2020 10:05:52 am,69.00,7,01/30/2020 10:10:50 am,69.00,3,01/30/2020 10:14:30 am,69.00,5,01/30/2020 10:18:19 am,69.00,0,01/30/2020 10:22:11 am,69.00,0,01/30/2020 10:31:11 am,69.00,10,01/30/2020 10:36:23 am,69.00,6,01/30/2020 10:39:19 am,69.00,11,01/30/2020 10:41:51 am,69.00,12,01/30/2020 10:47:39 am,69.00,5,01/30/2020 10:51:39 am,69.00,6,01/30/2020 10:55:41 am,69.00,0,01/30/2020 11:00:00 am,69.00,0,01/30/2020 11:03:49 am,69.00,7
,,,,,,,,,01/30/2020 09:41:18 am,70.00,16,01/30/2020 09:47:45 am,70.00,0,01/30/2020 09:54:37 am,70.00,1,01/30/2020 09:57:55 am,70.00,1,01/30/2020 10:01:38 am,70.00,1,01/30/2020 10:05:53 am,70.00,4,01/30/2020 10:10:51 am,70.00,7,01/30/2020 10:14:31 am,70.00,1,01/30/2020 10:18:20 am,70.00,0,01/30/2020 10:22:12 am,70.00,1,01/30/2020 10:31:12 am,70.00,11,01/30/2020 10:36:24 am,70.00,13,01/30/2020 10:39:20 am,70.00,3,01/30/2020 10:41:52 am,70.00,5,01/30/2020 10:47:40 am,70.00,5,01/30/2020 10:51:40 am,70.00,2,01/30/2020 10:55:42 am,70.00,1,01/30/2020 11:00:01 am,70.00,0,01/30/2020 11:03:50 am,70.00,3
,,,,,,,,,01/30/2020 09:41:19 am,71.00,17,01/30/2020 09:47:46 am,71.00,1,01/30/2020 09:54:38 am,71.00,3,01/30/2020 09:57:56 am,71.00,0,01/30/2020 10:01:39 am,71.00,1,01/30/2020 10:05:54 am,71.00,6,01/30/2020 10:10:52 am,71.00,5,01/30/2020 10:14:32 am,71.00,2,01/30/2020 10:18:21 am,71.00,0,01/30/2020 10:22:13 am,71.00,0,01/30/2020 10:31:13 am,71.00,7,01/30/2020 10:36:25 am,71.00,6,01/30/2020 10:39:21 am,71.00,14,01/30/2020 10:41:53 am,71.00,8,01/30/2020 10:47:41 am,71.00,3,01/30/2020 10:51:41 am,71.00,5,01/30/2020 10:55:43 am,71.00,1,01/30/2020 11:00:02 am,71.00,0,01/30/2020 11:03:51 am,71.00,6
,,,,,,,,,01/30/2020 09:41:20 am,72.00,10,01/30/2020 09:47:47 am,72.00,0,01/30/2020 09:54:39 am,72.00,0,01/30/2020 09:57:57 am,72.00,2,01/30/2020 10:01:40 am,72.00,1,01/30/2020 10:05:55 am,72.00,7,01/30/2020 10:10:53 am,72.00,5,01/30/2020 10:14:33 am,72.00,1,01/30/2020 10:18:22 am,72.00,0,01/30/2020 10:22:14 am,72.00,0,01/30/2020 10:31:14 am,72.00,11,01/30/2020 10:36:26 am,72.00,8,01/30/2020 10:39:22 am,72.00,10,01/30/2020 10:41:54 am,72.00,12,01/30/2020 10:47:42 am,72.00,1,01/30/2020 10:51:42 am,72.00,5,01/30/2020 10:55:44 am,72.00,1,01/30/2020 11:00:03 am,72.00,1,01/30/2020 11:03:52 am,72.00,6
,,,,,,,,,01/30/2020 09:41:21 am,73.00,18,01/30/2020 09:47:48 am,73.00,1,01/30/2020 09:54:40 am,73.00,0,01/30/2020 09:57:58 am,73.00,0,01/30/2020 10:01:41 am,73.00,0,01/30/2020 10:05:56 am,73.00,5,01/30/2020 10:10:54 am,73.00,5,01/30/2020 10:14:34 am,73.00,3,01/30/2020 10:18:23 am,73.00,1,01/30/2020 10:22:15 am,73.00,0,01/30/2020 10:31:15 am,73.00,9,01/30/2020 10:36:27 am,73.00,8,01/30/2020 10:39:23 am,73.00,5,01/30/2020 10:41:55 am,73.00,8,01/30/2020 10:47:43 am,73.00,3,01/30/2020 10:51:43 am,73.00,8,01/30/2020 10:55:45 am,73.00,1,01/30/2020 11:00:04 am,73.00,0,01/30/2020 11:03:53 am,73.00,5
,,,,,,,,,01/30/2020 09:41:22 am,74.00,9,01/30/2020 09:47:49 am,74.00,0,01/30/2020 09:54:41 am,74.00,0,01/30/2020 09:57:59 am,74.00,1,01/30/2020 10:01:42 am,74.00,1,01/30/2020 10:05:57 am,74.00,4,01/30/2020 10:10:55 am,74.00,4,01/30/2020 10:14:35 am,74.00,0,01/30/2020 10:18:24 am,74.00,0,01/30/2020 10:22:16 am,74.00,0,01/30/2020 10:31:16 am,74.00,12,01/30/2020 10:36:28 am,74.00,13,01/30/2020 10:39:24 am,74.00,14,01/30/2020 10:41:56 am,74.00,11,01/30/2020 10:47:44 am,74.00,7,01/30/2020 10:51:44 am,74.00,6,01/30/2020 10:55:46 am,74.00,2,01/30/2020 11:00:05 am,74.00,1,01/30/2020 11:03:54 am,74.00,7
,,,,,,,,,01/30/2020 09:41:23 am,75.00,9,01/30/2020 09:47:50 am,75.00,0,01/30/2020 09:54:42 am,75.00,1,01/30/2020 09:58:00 am,75.00,0,01/30/2020 10:01:43 am,75.00,0,01/30/2020 10:05:58 am,75.00,11,01/30/2020 10:10:56 am,75.00,7,01/30/2020 10:14:36 am,75.00,3,01/30/2020 10:18:25 am,75.00,0,01/30/2020 10:22:17 am,75.00,0,01/30/2020 10:31:17 am,75.00,9,01/30/2020 10:36:29 am,75.00,7,01/30/2020 10:39:25 am,75.00,12,01/30/2020 10:41:57 am,75.00,5,01/30/2020 10:47:45 am,75.00,2,01/30/2020 10:51:45 am,75.00,7,01/30/2020 10:55:47 am,75.00,1,01/30/2020 11:00:06 am,75.00,1,01/30/2020 11:03:55 am,75.00,6
,,,,,,,,,01/30/2020 09:41:24 am,76.00,8,01/30/2020 09:47:51 am,76.00,1,01/30/2020 09:54:43 am,76.00,0,01/30/2020 09:58:01 am,76.00,0,01/30/2020 10:01:44 am,76.00,0,01/30/2020 10:05:59 am,76.00,7,01/30/2020 10:10:57 am,76.00,7,01/30/2020 10:14:37 am,76.00,1,01/30/2020 10:18:26 am,76.00,2,01/30/2020 10:22:18 am,76.00,1,01/30/2020 10:31:18 am,76.00,4,01/30/2020 10:36:30 am,76.00,8,01/30/2020 10:39:26 am,76.00,12,01/30/2020 10:41:58 am,76.00,6,01/30/2020 10:47:46 am,76.00,6,01/30/2020 10:51:46 am,76.00,4,01/30/2020 10:55:48 am,76.00,2,01/30/2020 11:00:07 am,76.00,2,01/30/2020 11:03:56 am,76.00,2
,,,,,,,,,01/30/2020 09:41:25 am,77.00,9,01/30/2020 09:47:52 am,77.00,1,01/30/2020 09:54:44 am,77.00,1,01/30/2020 09:58:02 am,77.00,0,01/30/2020 10:01:45 am,77.00,0,01/30/2020 10:06:00 am,77.00,6,01/30/2020 10:10:58 am,77.00,6,01/30/2020 10:14:38 am,77.00,1,01/30/2020 10:18:27 am,77.00,0,01/30/2020 10:22:19 am,77.00,0,01/30/2020 10:31:19 am,77.00,8,01/30/2020 10:36:31 am,77.00,12,01/30/2020 10:39:27 am,77.00,15,01/30/2020 10:41:59 am,77.00,6,01/30/2020 10:47:47 am,77.00,7,01/30/2020 10:51:47 am,77.00,5,01/30/2020 10:55:49 am,77.00,0,01/30/2020 11:00:08 am,77.00,2,01/30/2020 11:03:57 am,77.00,2
